Date,doy,Aquifer,PE,month,mday,is_holiday,wday,API,lagAPI,Tmax,Tmaxlag1,Sun,Sunlag1,WVRain,KerburnRain,Rain_L7DAYS,Rain_L6DAYS,Rain_L5DAYS,Rain_L4DAYS,Rain_L3DAYS,Rain_L2DAYS,Season,Rainlag1,Rainlag2,Rainlag3,PElag1,PElag2,PElag3,ANcyc,storage,Storagelag1,Wellington High Moa fTemp,Wellington High Moa fPrecp,Wellington High Moa cm,Wellington High Moa stat,Wellington High Moa,Restriction level
01/09/2024,245,10.2,2,9,30,0,6,47.52189804487642,46.65237255609553,16,15.0,6.7,0.9,52.857142857142854,27,61.99999999999997,40.800000000000054,31.000000000000046,27.99999999999996,22.400000000000194,19.200000000000067,3,19.2,3.2,5.6,3.0,2.0,2.0,-0.4900286664290594,46.61841270462441,45.648317192308696,0.9251270997870064,0.9939076077260806,0.9166458533945092,243,0.0,0.0
02/09/2024,246,1.4,3,9,30,0,0,39.41751843590114,47.52189804487642,15,16.0,3.6,6.7,0.0,14,50.99999999999998,41.20000000000005,38.200000000000045,32.599999999999966,29.40000000000019,10.200000000000067,3,10.2,19.2,3.2,2.0,3.0,2.0,-0.4749510720670502,39.436812869411426,46.61841270462441,0.8954183137021474,0.9929563626153305,0.9166458533945092,214,0.0,0.0
03/09/2024,247,17.8,2,9,30,0,1,49.33401474872091,39.41751843590114,14,15.0,0.7,3.6,1.7619047619047619,11,42.59999999999998,39.60000000000005,34.00000000000004,30.799999999999965,11.60000000000019,1.400000000000066,3,1.4,10.2,19.2,3.0,2.0,3.0,-0.4597327394521046,48.42109447562828,39.436812869411426,0.8671808639559382,0.9924237097178534,0.9166458533945092,247,0.0,0.0
04/09/2024,248,9.4,1,9,30,0,2,48.86721179897673,49.33401474872091,11,14.0,4.4,0.7,56.76190476190476,2,57.399999999999984,51.80000000000005,48.600000000000044,29.399999999999963,19.200000000000195,17.800000000000075,3,17.8,1.4,10.2,2.0,3.0,2.0,-0.4443781781046134,48.163493750226095,48.42109447562828,0.7918856882837011,0.9958853165229323,0.9166458533945092,253,0.0,0.0
05/09/2024,249,0.0,2,9,30,0,3,39.093769439181386,48.86721179897673,15,11.0,10.0,4.4,0.0,0,61.19999999999998,58.00000000000005,38.80000000000004,28.599999999999966,27.200000000000195,9.400000000000071,3,9.4,17.8,1.4,1.0,2.0,3.0,-0.4288919379124841,39.43293350898928,48.163493750226095,0.8954183137021474,0.9979677320894446,0.9166458533945092,177,0.0,0.0
06/09/2024,250,0.0,2,9,30,0,4,31.27501555134511,39.093769439181386,15,15.0,9.4,10.0,0.0,0,57.99999999999998,38.80000000000005,28.600000000000044,27.199999999999967,9.400000000000192,0.0,3,0.0,9.4,17.8,2.0,1.0,2.0,-0.41327860778290443,32.284955347888776,39.43293350898928,0.8954183137021474,0.9996809718198854,0.9166458533945092,241,0.0,0.0
07/09/2024,251,3.0,1,9,30,0,5,28.02001244107609,31.27501555134511,14,15.0,1.0,9.4,0.0,0,38.79999999999998,28.60000000000005,27.200000000000045,9.399999999999965,1.9184653865522705e-13,7.105427357601002e-14,3,0.0,0.0,9.4,2.0,2.0,1.0,-0.3975428142825566,29.151724508896265,32.284955347888776,0.8671808639559382,1.0,0.9166458533945092,214,0.0,0.0
08/09/2024,252,2.0,2,9,30,0,6,24.416009952860875,28.02001244107609,16,14.0,10.8,1.0,7.238095238095238,0,31.59999999999998,30.200000000000053,12.400000000000043,2.9999999999999645,3.000000000000192,3.000000000000071,3,3.0,0.0,0.0,1.0,2.0,2.0,-0.3816892202666594,25.68010582991068,29.151724508896265,0.9251270997870064,1.0,0.9166458533945092,249,0.0,0.0
09/09/2024,253,5.0,2,9,30,0,0,24.5328079622887,24.416009952860875,15,16.0,6.1,10.8,0.0,1,32.19999999999998,14.400000000000048,5.000000000000043,4.9999999999999645,5.000000000000192,2.000000000000071,3,2.0,3.0,0.0,2.0,1.0,2.0,-0.3657225234972692,25.5568235582955,25.68010582991068,0.8954183137021474,0.999840192008136,0.9166458533945092,238,0.0,0.0
10/09/2024,254,4.8,3,9,30,0,1,24.426246369830963,24.5328079622887,16,15.0,10.6,6.1,5.095238095238095,8,19.399999999999977,10.00000000000005,10.000000000000043,9.999999999999964,7.000000000000193,5.000000000000072,3,5.0,2.0,3.0,2.0,2.0,1.0,-0.34964745525122826,25.274619324292814,25.5568235582955,0.9251270997870064,0.9985827083893201,0.9166458533945092,222,0.0,0.0
11/09/2024,255,2.0,2,9,30,0,2,21.54099709586477,24.426246369830963,13,16.0,10.5,10.6,3.0,0,14.79999999999998,14.80000000000005,14.800000000000043,11.799999999999965,9.800000000000193,4.800000000000071,3,4.8,5.0,2.0,3.0,2.0,2.0,-0.33346877891818705,22.50580058235775,25.274619324292814,0.8404872997208251,0.9985827083893201,0.9166458533945092,250,0.0,0.0
12/09/2024,256,0.0,1,9,30,0,3,17.232797676691817,21.54099709586477,13,13.0,0.0,10.5,0.0,0,16.79999999999998,16.80000000000005,13.800000000000043,11.799999999999965,6.800000000000192,2.000000000000071,3,2.0,4.8,5.0,2.0,3.0,2.0,-0.31719128858910595,18.42619105941664,22.50580058235775,0.8404872997208251,0.9987378740464209,0.9166458533945092,160,0.0,0.0
13/09/2024,257,7.4,2,9,30,0,4,21.186238141353456,17.232797676691817,14,13.0,1.1,0.0,1.2857142857142858,0,16.799999999999976,13.800000000000049,11.800000000000042,6.799999999999963,2.000000000000192,7.105427357601002e-14,3,0.0,2.0,4.8,1.0,2.0,3.0,-0.300819807635668,21.793051418549634,18.42619105941664,0.8671808639559382,1.0,0.9166458533945092,221,0.0,0.0
14/09/2024,258,8.6,1,9,30,0,5,25.548990513082764,21.186238141353456,13,14.0,2.9,1.1,14.619047619047619,0,21.19999999999998,19.200000000000053,14.200000000000044,9.399999999999965,7.400000000000192,7.400000000000071,3,7.4,0.0,2.0,2.0,1.0,2.0,-0.2843591872810036,25.637219017423103,21.793051418549634,0.8404872997208251,1.0,0.9166458533945092,314,0.0,0.0
15/09/2024,259,4.2,2,9,30,0,6,24.63919241046621,25.548990513082764,15,13.0,6.9,2.9,8.761904761904763,0,27.79999999999998,22.80000000000005,18.000000000000043,15.999999999999964,16.000000000000192,8.600000000000072,3,8.6,7.4,0.0,1.0,2.0,1.0,-0.26781430516217486,24.79663381832236,25.637219017423103,0.8954183137021474,1.0,0.9166458533945092,230,0.0,0.0
16/09/2024,260,24.8,1,9,30,0,0,44.51135392837297,24.63919241046621,11,15.0,0.0,6.9,1.9523809523809523,0,26.999999999999982,22.20000000000005,20.200000000000042,20.199999999999964,12.800000000000193,4.20000000000007,3,4.2,8.6,7.4,2.0,1.0,2.0,-0.25119006388481957,42.779153298204264,24.79663381832236,0.7918856882837011,1.0,0.9166458533945092,212,0.0,0.0
17/09/2024,261,14.0,1,9,30,0,1,49.609083142698374,44.51135392837297,9,11.0,1.6,0.0,23.61904761904762,0,46.999999999999986,45.00000000000005,45.00000000000004,37.599999999999966,29.000000000000185,24.800000000000075,3,24.8,4.2,8.6,1.0,2.0,1.0,-0.23449138957041052,47.71345568041848,42.779153298204264,0.7496810751594647,1.0,0.9166458533945092,232,0.0,0.0
18/09/2024,262,1.8,2,9,30,0,2,41.4872665141587,49.609083142698374,13,9.0,10.8,1.6,6.0,1,58.999999999999986,59.00000000000005,51.600000000000044,42.999999999999964,38.800000000000196,14.000000000000075,3,14.0,24.8,4.2,1.0,1.0,2.0,-0.21772323039653224,40.69589672348009,47.71345568041848,0.8404872997208251,0.999840192008136,0.9166458533945092,215,0.0,0.0
19/09/2024,263,0.0,2,9,30,0,3,33.18981321132696,41.4872665141587,14,13.0,7.7,10.8,0.0,6,60.79999999999998,53.40000000000005,44.80000000000004,40.59999999999996,15.800000000000189,1.8000000000000747,3,1.8,14.0,24.8,2.0,1.0,1.0,-0.20089055513063528,33.31898217159863,40.69589672348009,0.8671808639559382,0.9988936125387565,0.9166458533945092,267,0.0,0.0
20/09/2024,264,1.6,2,9,30,0,4,28.15185056906157,33.18981321132696,15,14.0,7.0,7.7,3.8095238095238093,47,53.39999999999998,44.80000000000005,40.60000000000004,15.799999999999963,1.8000000000001886,7.460698725481052e-14,3,0.0,1.8,14.0,2.0,2.0,1.0,-0.18399835165767986,28.72942934052094,33.31898217159863,0.8954183137021474,0.9921603130563837,0.9166458533945092,211,0.0,0.0
21/09/2024,265,1.4,3,9,30,0,5,23.921480455249256,28.15185056906157,16,15.0,10.6,7.0,8.095238095238095,2,46.39999999999998,42.200000000000045,17.400000000000045,3.3999999999999644,1.6000000000001884,1.6000000000000747,3,1.6,0.0,1.8,2.0,2.0,2.0,-0.1670516255021195,24.790552047919505,28.72942934052094,0.9251270997870064,0.9920293408959416,0.9166458533945092,267,0.0,0.0
