Date,Lower Hutt,Petone,Wainuiomata,Upper Hutt,Porirua,Wellington High (Moa),Wellington High (Western),Wellington Low Level,North Wellington (Moa),North Wellington (Porirua)
2008-12-11,261.4090015,299.133145,181.997508,218.3259669,181.6006705,331.5741777,332.6033453,291.2654372,205.2301703,198.4034012
2008-12-12,221.4630318,277.3830051,167.8703463,174.6463039,183.6065016,279.0214346,279.8860523,260.19957,178.0980995,172.1762432
2008-12-13,299.5789854,311.2165899,224.0042935,237.7855521,269.2548432,257.9996585,258.7978107,302.548829,268.8900826,259.952957
2008-12-14,338.0596957,312.0123171,263.1777617,278.7690514,285.1114021,306.7815901,307.7290802,278.4816982,284.8540656,275.3901702
2008-12-15,248.4072358,249.1537132,148.4376264,179.5933131,188.4559426,321.8355806,322.8279128,276.4910914,213.4383778,206.3500403
2008-12-16,230.7980586,210.0019386,134.0895386,147.3010608,170.3506774,283.3281057,284.2002516,268.6355982,193.2507964,186.8354889
2008-12-17,251.5141858,246.0722273,120.0959535,159.1803823,195.491695,302.079242,303.0075576,271.2451632,190.5533809,184.2301785
2008-12-18,277.9017977,324.8426867,191.9062438,200.1686413,216.6297711,342.1672404,343.2169938,287.3431307,221.7784161,214.4220409
2008-12-19,244.4090254,252.8522217,192.8733987,180.8747946,203.2889413,291.3643407,292.2567378,273.5951784,187.5387873,181.3206573
2008-12-20,203.0141458,189.5973397,151.8142863,160.858224,175.4140427,240.5784995,241.314114,240.5997348,214.7545705,207.6369447
2008-12-21,237.8572904,228.3605274,169.819796,176.8707079,196.6091189,232.1703339,232.8790474,204.1217071,205.0981962,198.3033669
2008-12-22,281.1547092,216.4633629,187.8142328,220.4889259,249.4093537,343.9055545,344.9535815,278.9090726,245.010534,236.8967139
2008-12-23,271.2342471,342.8883988,236.7794195,206.5333093,243.3964419,237.5182675,238.2408682,296.6404411,230.0130711,222.3989992
2008-12-24,203.5134208,179.0862454,147.0945993,152.5328531,173.1810393,150.2680076,150.7243961,232.6151281,162.2548564,156.8859487
2008-12-25,200.5867536,142.3955374,175.9724474,166.6938828,183.2998214,157.259739,157.7365557,162.6551033,192.4999041,186.1327926
2008-12-26,241.5028706,222.28243,204.866381,207.7193301,218.8624915,167.6506318,168.1580938,203.914506,213.2263242,206.1765306
2008-12-27,212.4031031,203.2646281,174.4266531,184.4786195,201.7545924,150.6784972,151.1338131,212.4454089,198.5116373,191.9510136
2008-12-28,259.4254055,258.4260102,235.5628026,247.656881,245.8282442,215.7416484,216.3924634,207.9712891,220.9423489,213.643378
2008-12-29,263.7776477,258.0546659,241.9669071,224.3710731,255.1558568,310.4250515,311.3598997,274.861246,223.5710222,216.1882134
2008-12-30,242.1831557,255.9250771,223.8699258,195.1926383,209.5461995,288.5339121,289.4013546,244.2726309,209.5585771,202.6413039
2008-12-31,230.6268767,225.1039737,168.9220289,204.0166717,198.4628763,210.6519946,211.2842138,231.3777339,198.4127014,191.866004
2009-01-01,254.9768757,220.3386711,205.5077804,201.3794473,220.202042,167.0384624,167.5389296,218.1639741,198.5577105,192.0088944
