Date,Lower Hutt,Petone,Wainuiomata,Upper Hutt,Porirua,Wellington High (Moa),Wellington High (Western),Wellington Low Level,North Wellington (Moa),North Wellington (Porirua)
2006-02-07,371.4196697,383.5560972,232.5979903,334.6869423,304.2539422,338.1445049,343.6376234,279.256585,314.3580166,300.9355698
2006-02-08,195.8172151,298.1310575,93.22006275,278.7692879,197.5893055,183.8022262,186.7887026,270.3892615,188.1313801,180.1021025
2006-02-09,237.498763,286.8518585,305.9409013,258.0593819,196.6765648,264.0069368,268.2975099,284.2119281,241.1949729,230.9055385
2006-02-10,161.3874798,253.706536,154.2132471,232.8507279,193.0491758,251.3569557,255.4428065,247.5567018,206.5883995,197.7791861
2006-02-11,226.4134373,295.9108822,263.9660444,278.2223793,251.3724184,258.6200527,262.8248531,261.5339646,252.3106656,241.5565503
2006-02-12,207.3024665,198.2155597,218.8015826,276.2160878,218.5929001,220.3416316,223.9248339,248.3979686,232.0068951,222.1225526
2006-02-13,259.259343,341.4608355,237.9928533,216.3521941,240.6529835,259.5971701,263.8196371,303.1353604,232.9940961,223.0720886
2006-02-14,287.2965484,319.4887515,202.6844836,208.2551815,208.9880893,304.8900757,309.8502978,297.547701,226.08714,216.4635264
2006-02-15,317.2868354,259.3800924,257.822498,212.6828144,215.4492577,314.3784048,319.494069,300.4654032,261.679021,250.5453386
2006-02-16,319.7138115,392.7081563,277.36184,259.1058796,263.297387,276.0157647,280.508126,316.3306531,256.2617422,245.36338
2006-02-17,281.5602143,353.6513177,222.2245889,285.7736947,215.2037718,296.8215592,301.6535676,309.0769645,257.4426136,246.4988836
2006-02-18,301.8644017,350.320245,257.6501577,311.563541,289.548502,277.4897593,282.0080131,322.7369811,296.1775463,283.5927999
2006-02-19,322.0040955,320.5330581,324.1526293,369.5612428,314.6055867,274.0783699,278.5420166,323.1128748,320.028492,306.4363369
2006-02-20,290.5818486,367.3943835,228.7776081,294.6624919,255.1885337,289.4291589,294.1438007,321.0489654,267.1651882,255.8232622
2006-02-21,258.4050068,321.2871125,239.7941402,304.4797341,254.8832563,370.2377518,376.2699897,316.3817493,265.0716049,253.823552
2006-02-22,309.208518,292.7339917,261.8268005,291.1217052,271.3712802,321.8273664,327.0719625,332.9607517,258.8745238,247.8943154
2006-02-23,222.9437752,310.17221,193.4115285,281.9175835,229.7210059,315.893956,321.0429417,296.2897632,227.0557691,217.4294362
